FID,ADDRESS,STATE,ZIP,LAT,LONG,CAFO_TYPE,CAFO_SUBTY,SIS_CODE,ANIMAL_CNT,E_ANIMAL_C,AU,E_AU,MANURE_AMT,E_MANURE_A,T_MANURE_A,NOTE,Geo_note,x,y
1264,"2555 COUNTY ROAD 262, TOWN CREEK",AL,35672,34.6392326,-87.379294,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,69256,69256,88 lb per 1000 lb animal unit, ,-9727019,4114963
1265,"541 COUNTY ROAD 453, TOWN CREEK",AL,35672,34.6362341,-87.3582289,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,36608,36608,88 lb per 1000 lb animal unit, ,-9724674,4114557
1266,"4985 BLUFF ROAD, BOAZ",AL,35956,34.138864,-86.229029,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,163856,163856,88 lb per 1000 lb animal unit, ,-9598972,4047464
1267,"3394 COUNTY ROAD 221, MOULTON",AL,35650,34.493154,-87.1759934,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,91520,91520,88 lb per 1000 lb animal unit, ,-9704388,4095215
1268,"241 LYNN DRIVE, NAUVOO",AL,35578,33.9836655,-87.601839,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,101376,101376,88 lb per 1000 lb animal unit, ,-9751793,4026610
1269,"240 COUNTY ROAD 695, HOLLY POND",AL,35083,34.152238,-86.6117617,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,11264,11264,88 lb per 1000 lb animal unit, ,-9641578,4049263
1270,"4946 COUNTY ROAD 18, BREMEN",AL,35033,33.8949415,-87.0745747,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,18832,18832,88 lb per 1000 lb animal unit, ,-9693098,4014705
1271,"124 COUNTY ROAD 362, BRANTLEY",AL,36009,31.4657105,-86.1984135,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,18656,18656,88 lb per 1000 lb animal unit, ,-9595564,3693380
1272,"BARKER MILL ROAD, SAMSON",AL,36477,31.023079,-86.103374,Poultry,POULTRY (Layer);,SIS0254, , , , ,0,21888,21888,57 lb per 1000 lb animal unit, ,-9584984,3635748
1273,"588 WALSH ST,MCKENZIE",AL,0,31.54682,-86.7256654,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,116160,116160,88 lb per 1000 lb animal unit, ,-9654257,3703970
1274,"144 COUNTY ROAD 27, MOUNT HOPE",AL,35651,34.4584286,-87.4816908,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,88440,88440,88 lb per 1000 lb animal unit, ,-9738418,4090526
1275,"1349 COUNTY ROAD 6647 N, BANKS",AL,36005,31.8151585,-85.8430034,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,137104,137104,88 lb per 1000 lb animal unit, ,-9556000,3739072
1276,"HIGHWAY 101, TOWN CREEK",AL,35672,34.6812066,-87.4059381,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,33088,33088,88 lb per 1000 lb animal unit, ,-9729985,4120643
1277,"COUNTY ROAD 58, UNION SPRINGS",AL,36089,32.0054141,-85.8541745,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,87296,87296,88 lb per 1000 lb animal unit, ,-9555424,3764828
1278,"4118 COUNTY LINE ROAD, RUSSELLVILLE",AL,35654,34.6331729,-87.5288566,Poultry,POULTRY (Layer);,SIS0254, , , , ,0,18468,18468,57 lb per 1000 lb animal unit, ,-9743668,4114143
1279,"CO RD 9, CROSSVILLE",AL,35962,34.3344575,-86.0495808,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,168960,168960,88 lb per 1000 lb animal unit, ,-9578996,4073801
1280,"LITTLE HORSE CREEK ROAD, RUTLEDGE",AL,36071,31.7020594,-86.3869388,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,67584,67584,88 lb per 1000 lb animal unit, ,-9616551,3724265
1281,"6593 MERIWETHER TRAIL, HONORAVILLE",AL,36042,31.947829,-86.4113242,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,98560,98560,88 lb per 1000 lb animal unit, ,-9619265,3756465
1282,"7628 COUNTY ROAD 17, TYLER",AL,36785,32.2971724,-86.9005964,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,118272,118272,88 lb per 1000 lb animal unit, ,-9673731,3802383
1283,"334 COUNTY ROAD 86, ABBEVILLE",AL,36310,31.6921533,-85.2883564,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,85360,85360,88 lb per 1000 lb animal unit, ,-9494257,3722969
1284,"868 COUNTY ROAD 83 SOUTH, HEADLAND",AL,36345,31.3535227,-85.3747449,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,241648,241648,88 lb per 1000 lb animal unit, ,-9503874,3678747
1285,"122 SLAWSON ROAD, CLIO",AL,36017,31.7087753,-85.6104972,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,63360,63360,88 lb per 1000 lb animal unit, ,-9528655,3725383
1286,"864 BRADFORD ROAD, SAMSON",AL,36477,31.0507334,-86.1193696,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,121088,121088,88 lb per 1000 lb animal unit, ,-9586765,3639340
1287,"COUNTY ROAD 18, NEWTON,",AL,36352,31.3753905,-85.5801556,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,33792,33792,88 lb per 1000 lb animal unit, ,-9526740,3681598
1289,"ZORN ROAD, CLAYTON",AL,36016,31.7588746,-85.4150945,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,126720,126720,88 lb per 1000 lb animal unit, ,-9508365,3731701
1290,"245 PINE LANE CIRCLE, ASHVILLE",AL,35953,33.865504,-86.2593639,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,140800,140800,88 lb per 1000 lb animal unit, ,-9602349,4010758
1291,"1049 OLD ONEONTA ROAD, ALBERTVILLE",AL,35950,34.242299,-86.29105,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,140272,140272,88 lb per 1000 lb animal unit, ,-9605876,4061384
1292,"COUNTY ROAD 68, ARITON",AL,36311,31.6061075,-85.506445,Poultry,POULTRY (Pullet);,SIS0254, , , , ,0,29216,29216,88 lb per 1000 lb animal unit, ,-9518534,3711717
1293,"1424 COUNTY ROAD 35, OZARK",AL,36360,31.4534542,-85.5625029,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,154880,154880,88 lb per 1000 lb animal unit, ,-9524775,3691781
1295,"138 REID ROAD, FORT DEPOSIT",AL,36032,31.9845929,-86.5785856,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,103488,103488,88 lb per 1000 lb animal unit, ,-9637885,3761289
1296,"COUNTY ROAD 119-11903 STATE HIGHWAY 172, HACKLEBUR,HACKLEBURG",AL,0,34.2861959,-87.868567,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,129712,129712,88 lb per 1000 lb animal unit, ,-9781485,4067297
1297,"2324 COUNTY ROAD 4420, BRUNDIDGE",AL,36010,31.6889964,-85.7385116,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,93368,93368,88 lb per 1000 lb animal unit, ,-9544368,3722556
1298,"7352 AL HWY 40/ HILLTOP RD., HENAGAR",AL,35978,34.6093392,-85.7331229,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,135168,135168,88 lb per 1000 lb animal unit, ,-9543768,4110919
1299,"2006 AL HWY 73, BRYANT",AL,35958,34.8861615,-85.6073171,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,168960,168960,88 lb per 1000 lb animal unit, ,-9529763,4148423
1300,"951 OLD GALLANT ROAD, ATTALLA",AL,35956,34.031577,-86.165799,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,135168,135168,88 lb per 1000 lb animal unit, ,-9591933,4033044
1301,"3068 THOMAS ROAD, HIGHLAND HOME",AL,36041,31.8653916,-86.3357826,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,120384,120384,88 lb per 1000 lb animal unit, ,-9610856,3745655
1302,"4208 YOUNGS MILL RD, LINEVILLE",AL,36266,33.3597833,-85.7141568,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,25344,25344,88 lb per 1000 lb animal unit, ,-9541657,3943158
1303,"601 DEAN ROAD, HOPE HULL",AL,36043,32.1967771,-86.5201209,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,139392,139392,88 lb per 1000 lb animal unit, ,-9631376,3789169
1304,"274 FINCHER ROAD, HACKLEBURG",AL,35564,34.2869205,-87.8529392,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,163328,163328,88 lb per 1000 lb animal unit, ,-9779745,4067395
1305,"1131 COUNTY ROAD 272, FORT PAYNE",AL,35967,34.3700639,-85.744693,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,133496,133496,88 lb per 1000 lb animal unit, ,-9545056,4078602
1306,"300 AB STUBBS ROAD, OZARK",AL,36360,31.4965,-85.6398349,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,100672,100672,88 lb per 1000 lb animal unit, ,-9533383,3697399
1307,"CO RD 70 & 357, GROVEOAK",AL,35975,34.4054482,-86.0181325,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,132088,132088,88 lb per 1000 lb animal unit, ,-9575495,4083375
1308,"1761 COUNTY ROAD 2278, GLENWOOD",AL,36034,31.6646032,-86.1713444,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,34496,34496,88 lb per 1000 lb animal unit, ,-9592551,3719365
1310,"3649 CO RD 46, DAWSON",AL,35963,34.3427947,-85.964717,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,27632,27632,88 lb per 1000 lb animal unit, ,-9569549,4074925
1311,"538 COUNTY ROAD 427, FYFFE",AL,35971,34.4438317,-85.9887392,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,163328,163328,88 lb per 1000 lb animal unit, ,-9572223,4088555
1312,"759 COUNTY HIGHWAY 76, HALEYVILLE",AL,35565,34.226488,-87.6214133,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,64768,64768,88 lb per 1000 lb animal unit, ,-9753972,4059255
1313,"4752 HWY 51 SOUTH,ARITON",AL,0,31.6317027,-85.6794634,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,96448,96448,88 lb per 1000 lb animal unit, ,-9537134,3714817
1314,"COUNTY ROAD 91 (DEAN CHURCH ROAD), OZARK",AL,36360,31.383205,-85.6381689,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,132352,132352,88 lb per 1000 lb animal unit, ,-9533198,3682617
1315,"1317 BRIGHT STAR ROAD, HORTON",AL,35980,34.154606,-86.4309856,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,168960,168960,88 lb per 1000 lb animal unit, ,-9622261,4049774
1316,"1646 COUNTY ROAD 3319, TROY",AL,36079,31.6862247,-85.8712645,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,63360,63360,88 lb per 1000 lb animal unit, ,-9559146,3722194
1317,"HWY 9, LINEVILLE",AL,36266,33.3105661,-85.7543841,Poultry,POULTRY (Breeder);,SIS0254, , , , ,0,25344,25344,88 lb per 1000 lb animal unit, ,-9546135,3936600
1318,CO RD 5 ASHLAND,AL,36251,33.2372897,-85.8762574,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,70400,70400,88 lb per 1000 lb animal unit, ,-9559702,3926844
1319,"6814 PINEAPPLE HIGHWAY, GREENVILLE",AL,36037,31.8197482,-86.8237207,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,120384,120384,88 lb per 1000 lb animal unit, ,-9665173,3739674
1320,"2097 COUNTY ROAD 58, ALBERTVILLE",AL,35951,34.3709279,-86.0500443,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,165440,165440,88 lb per 1000 lb animal unit, ,-9579048,4078719
1321,"2497 COUNTY ROAD 437, KINSTON",AL,36453,34.1060204,-86.8719275,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,258368,258368,88 lb per 1000 lb animal unit, ,-9670539,4043048
1322,"60 GOOD HOPE ROAD/ 159 HOPE LANE, LINEVILLE",AL,0,33.3435685,-85.7969713,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,225280,225280,88 lb per 1000 lb animal unit, ,-9550876,3940997
1323,"1257 THARPTOWN SPRING ROAD, RUSSELLVILLE",AL,35654,34.5223164,-87.6286401,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,89672,89672,88 lb per 1000 lb animal unit, ,-9754776,4099155
1324,"POWELL ROAD, BRANTLEY",AL,36009,31.5524399,-86.2012539,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,90992,90992,88 lb per 1000 lb animal unit, ,-9595880,3704705
1325,"4748 HIGHWAY 51, ARITON",AL,36311,31.6271394,-85.6822739,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,112640,112640,88 lb per 1000 lb animal unit, ,-9538565,3714131
1326,"8069 COUNTY ROAD 203, DANVILLE",AL,35619,34.4486685,-87.1634021,Poultry,POULTRY (Pullet);,SIS0254, , , , ,0,42240,42240,88 lb per 1000 lb animal unit, ,-9702986,4089208
1327,"7134 COUNTY ROAD 236, TOWN CREEK",AL,35672,34.5604209,-87.4081317,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,34936,34936,88 lb per 1000 lb animal unit, ,-9730229,4104304
1328,"400 COUNTY ROAD 134, TOWN CREEK",AL,35672,34.5561989,-87.4789136,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,101376,101376,88 lb per 1000 lb animal unit, ,-9738109,4103734
1329,"2301 WARRENTON ROAD, GUNTERSVILLE",AL,35976,34.333265,-86.3669549,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,109824,109824,88 lb per 1000 lb animal unit, ,-9614326,4073641
1330,COUNTY ROAD 425 CULLMAN,AL,0,34.130951,-86.9187769,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,42240,42240,88 lb per 1000 lb animal unit, ,-9675755,4046400
1331,"1379 CR 114,TOWN CREEK",AL,0,34.4946588,-87.4147907,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,23848,23848,88 lb per 1000 lb animal unit, ,-9730971,4095418
1332,"1288 COUNTY ROAD 20, DAWSON",AL,35963,34.3168719,-85.9455887,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,163328,163328,88 lb per 1000 lb animal unit, ,-9567420,4071431
1333,"ASKEA GROVE LANE, ARAB",AL,35016,34.2967374,-86.4630741,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,129536,129536,88 lb per 1000 lb animal unit, ,-9625026,4068717
1334,"12030 COUNTY ROAD 7, REPTON",AL,36475,31.3714584,-87.3821966,Poultry,POULTRY (Broiler);,SIS0251, , , , ,0,236544,236544,88 lb per 1000 lb animal unit, ,-9727342,3681085
1335,"7104 Martinsville Road, Wesson",MS,39191,31.755911,-90.33675,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-10056242,3731313
1336,"10331 Road 729, Philadelphia",MS,39350,32.683614,-88.930303,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9899677,3853385
1337,"65 Old Hickory Drive, Soso",MS,39480,31.72695,-89.328911,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9944049,3727522
1338,"110 Blue Hole Road, Ovett",MS,39464,31.471686,-89.149178,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9924042,3694160
1339,"10031 Road 458, Union",MS,39365,32.673525,-88.967567,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9903825,3852050
1340,"11201 Road 266, Philadelphia",MS,39350,32.667322,-89.077094,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9916017,3851230
1341,"180 Stringer Road, Seminary",MS,39479,31.553889,-89.386667,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9950479,3704894
1342,"459 Matthews Road, Laurel",MS,39443,31.785989,-89.202464,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9929973,3735252
1343,"1173 Peachtree Road, Union",MS,39365,32.617244,-89.324247,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9943530,3844610
1344,"6370 Adams Road, Smithdale",MS,39664,31.306675,-90.69085,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-10095660,3672642
1345,"1625 Highway 25 North, Carthage",MS,39051,32.872522,-89.419728,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9954159,3878396
1346,"10061 Road 1517, Philadelphia",MS,39350,32.737778,-89.033889,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9911208,3860551
1347,"618 Maze Road, Lena",MS,39094,32.566111,-89.555833,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9969310,3837854
1348,"1878 Dennis Road, Walnut Grove",MS,39189,32.606686,-89.33195,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9944388,3843215
1349,"3015 King Road, Wesson",MS,39191,31.745556,-90.244444,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-10045966,3729958
1350,"741 Scott Crossing Road, Carthage",MS,39051,32.7326356,-89.5361825,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9967123,3859870
1351,"741 Scott Crossing Road, Carthage",MS,39051,32.7326356,-89.5361825,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9967123,3859870
1352,"368 McDonald Chapel Road, Collins",MS,39428,31.578972,-89.581406,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9972157,3708171
1353,"4187 Conehatta Prospect Road, Conehatta",MS,39057,32.509731,-89.285567,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9939224,3830409
1354,"6367 Highway 84 East, Prentiss",MS,39474,31.644458,-89.766392,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9992750,3716731
1355,"10851 Road 527, Philadelphia",MS,39350,32.696672,-89.1139,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9920115,3855112
1356,"13081 County Road 571, Philadelphia",MS,39350,32.927242,-89.134464,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9922404,3885651
1357,"230 Lower Ovett Road, Ovett",MS,39464,31.466264,-89.021592,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9909839,3693452
1358,"117 Jimmy Brown Road, Mount Olive",MS,39119,31.804178,-89.601686,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9974415,3737634
1359,"7126 McBride Road, Pattison",MS,39144,31.7579,-90.826156,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-10110722,3731574
1360,"70 County Road 2730, Bay Springs",MS,39422,31.971736,-89.1822,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9927718,3759602
1361,"1872 Cooper Road, Carthage",MS,39051,32.8259,-89.576869,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9971652,3872219
1362,"21 Cecil Lane, Collins",MS,39428,31.653058,-89.674725,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9982545,3717856
1363,"7204 Old Jackson Road, Forest",MS,39074,32.488944,-89.382028,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9949962,3827665
1364,"8158 Highway 489, Conehatta",MS,39057,32.448342,-89.288614,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9939564,3822308
1365,"217 Hardy Hodge Road, Laurel",MS,39443,31.758897,-88.957575,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9902713,3731704
1366,"2919 Goodhope Road, Lake",MS,39092,32.387778,-89.356389,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9947108,3814322
1367,"39 Cole Lane, Columbia",MS,39429,31.3696496,-89.6711055,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9982142,3680850
1368,"275 Smith County Road 539, Raleigh",MS,39153,32.082511,-89.574597,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9971399,3774147
1369,"9 Cooper Edwards Drive, Waynesboro",MS,39367,31.612125,-88.652369,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9868737,3712504
1370,"5235 Highway 495 North, Preston",MS,39354,32.813611,-88.8678,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9892719,3870591
1371,"196 Jenkins Road, Moselle",MS,39459,31.470303,-89.349189,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9946307,3693980
1372,"629 Smith County Road 82, Taylorsville",MS,39168,31.954281,-89.471994,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9959977,3757312
1373,"11307 Highway 489, Conehatta",MS,39057,32.46445,-89.242783,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9934462,3824433
1374,"49 County Road 2012, Louin",MS,39338,32.124131,-89.146519,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9923746,3779617
1375,"347 Courtney Creek Road, Ellisville",MS,39437,31.457347,-89.203094,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9930044,3692289
1376,"84 County Road 291, Bay Springs",MS,39422,31.974597,-89.138719,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9922877,3759977
1377,"367 Wicker Mill Road, Pulaski",MS,39152,32.228308,-89.532611,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9966725,3793318
1378,"86 Smith County Road 35-14, Forest",MS,39074,32.22195,-89.507517,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9963932,3792481
1379,"140 Hughes Road, Collins",MS,39428,31.562522,-89.560008,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9969775,3706022
1380,"21 Craig Miller Drive, Collins",MS,39428,31.647231,-89.664181,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9981372,3717094
1381,"42 Shaw Drive, Waynesboro",MS,39367,31.585572,-88.726111,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9876946,3709033
1382,"502 Brewer Road, Forest",MS,39074,32.524944,-89.440667,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9956490,3832417
1383,"616 Brewer Drive, Forest",MS,39074,32.523081,-89.442167,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9956657,3832171
1384,"6038 James Road, Hazlehurst",MS,39083,31.825933,-90.378742,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-10060916,3740484
1385,"572 Brewer Drive, Forest",MS,39074,32.520839,-89.441414,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9956573,3831875
1386,"569 Highway 583 North, Tylertown",MS,39667,31.190278,-90.1825,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-10039071,3657486
1387,"20 Mikes Drive, Collins",MS,39428,31.636397,-89.641394,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9978835,3715677
1388,"46 Willie Hilburn Road, Soso",MS,39480,31.651406,-89.309542,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9941893,3717639
1389,"253 Jim West Road, Ovett",MS,39464,31.436828,-89.097711,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9918312,3689611
1390,"207 Zion Hill Road, Mendenhall",MS,39114,31.921306,-89.802067,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9996721,3752986
1391,"2822 Highway 43 South, Brandon",MS,39042,32.153333,-89.798889,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9996367,3783456
1392,"839 Strengthford Cooley Road, Waynesboro",MS,39367,31.663633,-88.866125,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9892532,3719239
1393,"1068 Highway 395, Noxapater",MS,39346,32.955842,-89.176128,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9927042,3889445
1394,"368 McDonald Chapel Road, Collins",MS,39428,31.576692,-89.584736,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9972528,3707873
1395,"10250 Road 565, Philadelphia",MS,39350,32.809447,-89.058058,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9913898,3870039
1396,"55 Leroy Hill Road, Laurel",MS,39443,31.706406,-89.258911,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9936257,3724834
1397,"63 Oscar Aultman Drive, Seminary",MS,39479,31.510289,-89.57445,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9971383,3699199
1398,"7 Liberty Road, Collins",MS,39428,31.574775,-89.555569,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9969281,3707623
1399,"212 Bill McQueen Road, Seminary",MS,39479,31.621681,-89.442803,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9956728,3713753
1400,"363 Earl Brashier Road, Seminary",MS,39479,31.596375,-89.398081,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9951749,3710445
1401,"1935 Smith County Road 50, Mize",MS,39116,31.835606,-89.598078,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9974013,3741751
1402,"7 County Road 295, Bay Springs",MS,39422,31.997975,-89.140811,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9923110,3763046
1403,"55 County Road 52814, Paulding",MS,39348,31.970842,-89.104747,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9919096,3759485
1404,"2186 Highway 18, Louin",MS,39338,32.037228,-89.159461,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9925186,3768199
1405,"101 County Road 1022, Stringer",MS,39481,31.879444,-89.3,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9940831,3747497
1406,"786 Grimes Road, Carthage",MS,39051,32.656539,-89.543156,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9967899,3849804
1407,"3428 Sherman Hill Road, Lake",MS,39092,32.268333,-89.373889,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9949056,3798586
1408,"1037 County Road 7, Stringer",MS,39481,31.873675,-89.318761,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9942920,3746741
1409,"7290 Highway 568 West, Magnolia",MS,39652,31.078056,-90.596389,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-10085145,3642891
1410,"720 Hooper Millcreek Road, Carthage",MS,39051,32.810558,-89.330575,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9944235,3870186
1411,"2496 County Line Road, Carthage",MS,39051,32.882222,-89.4853,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9961459,3879682
1412,"1098 Sardis Road, Hazlehurst",MS,39083,31.806681,-90.318342,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-10054192,3737962
1413,"4831 Farmer Road, Smithdale",MS,39664,31.344169,-90.761122,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-10103483,3677528
1414,"143 East Salem Road, Tylertown",MS,39667,31.24915,-90.107403,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-10030711,3665149
1415,"402 Lucy Lane, Newton",MS,39345,32.285017,-89.111408,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9919837,3800783
1416,"110 Lowery Creek Spur, Ellisville",MS,39437,31.596128,-89.370656,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9948697,3710413
1417,"71 Wadley Lane, Buckatunna",MS,39322,31.535794,-88.518078,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9853788,3702530
1418,"412 Highway 11 South, Heidelberg",MS,39439,31.847778,-88.988333,Poultry,POULTRY;,SIS0254, , , , ,0, ,0, , ,-9906137,3743346
