id,name,country,lt,ln,pop
1255,Siem Reap,KHM,13.36663759,103.8500329,97199
1256,Phnom Penh,KHM,11.55003013,104.9166345,1466000
1257,Buea,CMR,4.155003087,9.231003513,90088
1258,Bafang,CMR,5.170393696,10.17998816,86916.5
1259,Foumban,CMR,5.730385355,10.89999589,64399
1260,Bafoussam,CMR,5.490425841,10.40994828,290768
1261,Kumba,CMR,4.640374368,9.439981647,131122
1262,Eyumojok,CMR,5.750358296,8.983317015,5798
1263,Limbe,CMR,4.030385761,9.190022744,142290
1264,Kribi,CMR,2.940426452,9.910030476,31473
1265,Nkongsamba,CMR,4.960406513,9.940002806,105069
1266,Edea,CMR,3.800477314,10.11999182,109506.5
1267,Wum,CMR,6.400421976,10.07002071,42601
1268,Kumbo,CMR,6.220381286,10.68000932,89728
1269,Bafia,CMR,4.750393493,11.23000159,41201
1270,Mbalmayo,CMR,3.520391051,11.50001094,53501.5
1271,Eseka,CMR,3.650408955,10.76661902,14102
1272,Bertoua,CMR,4.580429707,13.67998124,153286.5
1273,Abong Mbang,CMR,3.983696105,13.18331905,7698
1274,Batouri,CMR,4.433694477,14.366606,42271
1275,Belabo,CMR,4.933689798,13.30000443,11455.5
1276,Meiganga,CMR,6.520492166,14.28996985,54864.5
1277,Ngaoundere,CMR,7.320365823,13.57998734,134322.5
1278,Tibati,CMR,6.46698122,12.63332678,22096
1279,Kontcha,CMR,7.967018859,12.23329952,5846
1280,Guider,CMR,9.930387389,13.94001705,83319
1281,Mbe,CMR,7.850436828,13.6000378,3950
1282,Douala,CMR,4.060409769,9.709991006,1622041
1283,Ebolowa,CMR,2.900015481,11.15000647,83687.5
1284,Bamenda,CMR,5.959983743,10.15001583,419567
1285,Garoua,CMR,9.30001243,13.39002478,365436.5
1286,Maroua,CMR,10.59556643,14.32469641,260656
1287,Yaounde,CMR,3.866700662,11.51665076,1335793.5
1288,Selkirk,CAN,50.15002545,-96.88332178,9819.5
1289,Berens River,CAN,52.36655682,-97.03331262,522.5
1290,Pukatawagan,CAN,55.73327639,-101.3166171,431
1291,Gimli,CAN,50.63330345,-96.99998133,2316
1292,Island Lake,CAN,53.96658836,-94.7665776,10
1293,Melville,CAN,50.93331097,-102.7999891,4226
1294,Weyburn,CAN,49.66656659,-103.8500025,9302.5
1295,La Ronge,CAN,55.10000755,-105.3000173,3427
1296,Stony Rapids,CAN,59.26657493,-105.8332664,152
1297,Camrose,CAN,53.01669802,-112.8166386,15747
1298,Hinton,CAN,53.39998212,-117.5833503,10077
1299,Vegreville,CAN,53.49997601,-112.0499671,5745.5
1300,Stettler,CAN,52.33296714,-112.6832876,5449.5
1301,Lac La Biche,CAN,54.77193972,-111.964701,2952.5
1302,Wetaskiwin,CAN,52.96657188,-113.3832966,11562.5
1303,Meander River,CAN,59.03328168,-117.6829824,200
1304,Creston,CAN,49.09996035,-116.516697,4816
1305,Cranbrook,CAN,49.5166791,-115.7666653,17990
1306,Terrace,CAN,54.49999249,-128.5833248,14772
1307,Chilliwack,CAN,49.16664878,-121.949983,51942
1308,Hall Beach,CAN,68.76746684,-81.23608303,654
1309,Lutselke,CAN,62.40005292,-110.7333291,102
1310,Hay River,CAN,60.84999249,-115.7000027,3774
1311,Deline,CAN,65.18334556,-123.4166635,393.5
1312,Paulatuk,CAN,69.38332176,-123.9833214,294
1313,Tsiigehtchic,CAN,67.43328575,-133.7499862,175
1314,Owen Sound,CAN,44.56664532,-80.84998519,22625
1315,Orillia,CAN,44.59997662,-79.41666183,33830.5
1316,Kapuskasing,CAN,49.4166852,-82.43332524,8732
1317,Thessalon,CAN,46.24997927,-83.55000126,1416.5
1318,Geraldton,CAN,49.71664105,-86.96664026,1290
1319,Belleville,CAN,44.16666974,-77.38334924,43990
1320,Sarnia,CAN,42.96663963,-82.3999681,113585
1321,Peterborough,CAN,44.29996909,-78.33326542,79752
1322,Oshawa,CAN,43.87999473,-78.84997807,349476
1323,London,CAN,42.9699986,-81.24998661,340900
1324,Kitchener,CAN,43.44999514,-80.50000655,413056.5
1325,New Liskeard,CAN,47.50000633,-79.66664657,5203
1326,Brockville,CAN,44.5892796,-75.69531275,25172
1327,Big Beaver House,CAN,52.94998374,-89.88328394,10
1328,Port-Menier,CAN,49.82257774,-64.34799504,263
1329,Riviere-du-Loup,CAN,47.83329348,-69.53331161,16403
1330,Drummondville,CAN,45.88333498,-72.4833641,56806
1331,Sherbrooke,CAN,45.40000531,-71.89998885,134549.5
1332,Cap-Chat,CAN,49.09996035,-66.68330469,1475
1333,Baie-Comeau,CAN,49.22266604,-68.15799504,8808
1334,Natashquan,CAN,50.19134076,-61.81065637,722
1335,Eastmain,CAN,52.23333498,-78.51669092,335
1336,Schefferville,CAN,54.80000002,-66.81665572,471
1337,Salluit,CAN,62.18259849,-75.65950098,106
1338,Amos,CAN,48.56663373,-78.11666366,10475.5
1339,Joliette,CAN,46.03332583,-73.43330611,40066.5
1340,St.-Jerome,CAN,45.7666496,-73.99998987,66693.5
1341,St-Augustin,CAN,51.2423102,-58.64699935,3961
1342,Rouyn-Noranda,CAN,48.25001223,-79.03324854,24312.5
1343,La Sarre,CAN,48.8000045,-79.20003422,6366.5
1344,New Glasgow,CAN,45.58327578,-62.63331934,19883.5
1345,Liverpool,CAN,44.03995913,-64.72001367,4331
1346,Amherst,CAN,45.81656903,-64.21658187,8631.5
1347,Baddeck,CAN,46.09998842,-60.75397669,852
1348,Deer Lake,CAN,49.17440025,-57.42691878,3953
1349,La Scie,CAN,49.96701337,-55.58300033,817
1350,Hopedale,CAN,55.44996035,-60.21667098,442
1351,Happy Valley - Goose Bay,CAN,53.29998822,-60.29999923,4309.5
1352,Port Hope Simpson,CAN,52.53329083,-56.30001083,197
1353,Tofino,CAN,49.15207146,-125.9031487,1655
1354,Steinbach,CAN,49.51709251,-96.68330815,9668
1355,Nelson House,CAN,55.80045575,-98.85002344,2500
1356,Shamattawa,CAN,55.85037518,-92.08327885,870
1357,Oxford House,CAN,54.95040428,-95.26659876,184
1358,Yorkton,CAN,51.21706626,-102.4665469,14377.5
1359,Swift Current,CAN,50.28373822,-107.766611,14804.5
1360,Biggar,CAN,52.05040041,-107.9832902,2130
1361,Kindersley,CAN,51.46697349,-109.1332976,4316
1362,Meadow Lake,CAN,54.13011843,-108.4347356,5081.5
1363,Hudson Bay,CAN,52.8504291,-102.3832961,1909
1364,Lethbridge,CAN,49.70049217,-112.8332784,64594
1365,Brooks,CAN,50.56705426,-111.9000021,13453.5
1366,Lake Louise,CAN,51.43369387,-116.1832807,1248
1367,Athabasca,CAN,54.71703351,-113.2665853,2399.5
1368,Fort Chipewyan,CAN,58.71709943,-111.1499962,3222
1369,Bella Bella,CAN,52.14840476,-128.1172809,1400
1370,Sandspit,CAN,53.24040529,-131.8332815,538
1371,Campbell River,CAN,50.01708783,-125.2499882,29941.5
1372,Port Hardy,CAN,50.71707094,-127.4999801,2295
1373,Nanaimo,CAN,49.14602021,-123.9342911,82698
1374,Quesnel,CAN,52.98367678,-122.4832837,13788
1375,Abbotsford,CAN,49.05037681,-122.2999874,151683
1376,Dawson Creek,CAN,55.76696942,-120.233266,10676.5
1377,Penticton,CAN,49.50037518,-119.5832799,34035
1378,Nelson,CAN,49.48365786,-117.2832911,10796
1379,Lillooet,CAN,50.68371381,-121.9332656,2893
1380,Powell River,CAN,49.88371096,-124.5499793,7999.5
1381,Revelstoke,CAN,51.0004645,-118.1833395,7600.5
1382,Burns Lake,CAN,54.21701235,-125.7665975,2633
1383,Dease Lake,CAN,58.45034568,-130.033288,303
1384,Coral Harbour,CAN,64.15377016,-83.17658736,834
1385,Baker Lake,CAN,64.31699017,-96.01665633,1584
1386,Norman Wells,CAN,65.28372703,-126.8499681,650
1387,Fort McPherson,CAN,67.49152508,-134.8949809,1069
1388,Burwash Landing,CAN,61.35037539,-139.0000017,73
1389,Orangeville,CAN,43.91707257,-80.08333948,30812
1390,Little Current,CAN,45.96702496,-81.93332992,1595
1391,Chapleau,CAN,47.83370689,-83.40001042,2663
1392,Wawa,CAN,48.00041506,-84.78333683,2174
1393,Hearst,CAN,49.70049217,-83.66658329,4894.5
1394,Marathon,CAN,48.75039512,-86.36665104,4627
1395,Sioux Lookout,CAN,50.26296429,-91.9166482,4570
1396,Red Lake,CAN,51.03369244,-93.83330123,1765
1397,Deer Lake,CAN,52.61703249,-94.06659448,3743
1398,Cat Lake,CAN,51.71703575,-91.79998865,277
1399,Cornwall,CAN,45.01705711,-74.73333012,47601.5
1400,Kingston,CAN,44.23371991,-76.48330082,108297.5
1401,Barrie,CAN,44.38376243,-79.7000037,150886.5
1402,Parry Sound,CAN,45.33370445,-80.03300663,6787
1403,Wiarton,CAN,44.73368939,-81.13330123,2182
1404,Cobalt,CAN,47.38370852,-79.68331222,1372
1405,Cochrane,CAN,49.06701662,-81.01656417,4441
1406,Nipigon,CAN,49.01704551,-88.24997278,1204
1407,Atikokan,CAN,48.75039512,-91.61658899,3625
1408,Rimouski,CAN,48.43374778,-68.51668115,35584
1409,Saint-Georges,CAN,46.117145,-70.66665328,26149
1410,Victoriaville,CAN,46.05040489,-71.96667729,37963
1411,Chevery,CAN,50.48132306,-59.60978296,284
1412,Mistassini,CAN,50.41706341,-73.86658716,2645
1413,Kangirsuk,CAN,60.02482322,-69.99909713,549
1414,Shawinigan,CAN,46.55037437,-72.733323,41751.5
1415,Matagami,CAN,49.75038576,-77.63328231,1574.5
1416,Mont-Laurier,CAN,46.55037437,-75.50002751,11642
1417,Pembroke,CAN,45.85026206,-77.11664718,15551
1418,Radisson,CAN,53.78362795,-77.61656498,270
1419,Saint John,CAN,45.26704185,-66.07667505,71153
1420,Edmundston,CAN,47.37941937,-68.3332815,17894
1421,Shelburne,CAN,43.76560895,-65.31935694,2553
1422,Antigonish,CAN,45.62691652,-61.99819015,5871
1423,Windsor,CAN,44.98059938,-64.12911951,3759
1424,Digby,CAN,44.62258506,-65.7604928,3000.5
1425,Stephenville,CAN,48.55040733,-58.56656498,6666
1426,Argentia,CAN,47.30043194,-53.98999679,1063
1427,St. Anthony,CAN,51.3837486,-55.5999502,224
1428,Channel-Port aux Basques,CAN,47.56700482,-59.15004358,3232
1429,Buchans,CAN,48.81703188,-56.86659123,685
1430,Trout River,CAN,49.48365786,-58.11664413,452
1431,Churchill Falls,CAN,53.52640851,-63.98067896,75
1432,Forteau,CAN,51.45038535,-56.94999699,448
1433,Trepassey,CAN,46.73697797,-53.36329085,398
1434,Brochet,CAN,57.88322268,-101.6665957,278
1435,Lynn Lake,CAN,56.85002993,-101.0499667,482
1436,Gillam,CAN,56.34998293,-94.69996668,1281
1437,North Battleford,CAN,52.76663576,-108.2833494,15721.5
1438,Prince Albert,CAN,53.20002016,-105.7499899,29643.5
1439,Courtenay,CAN,49.68333559,-124.9999777,28946
1440,Kelowna,CAN,49.89998903,-119.4833118,110207.5
1441,Pangnirtung,CAN,66.13331341,-65.75002832,1320
1442,Holman,CAN,70.73336855,-117.7499809,449
1443,Dryden,CAN,49.78332949,-92.83333643,7862
1444,Attawapiskat,CAN,52.91662661,-82.43332524,1802
1445,Hamilton,CAN,43.24998151,-79.82999577,620501
1446,Windsor,CAN,42.33329327,-83.03334029,265068.5
1447,Trois Rivieres,CAN,46.34997316,-72.54994918,118051
1448,Sept-Iles,CAN,50.31608767,-66.36001693,25686
1449,Corner Brook,CAN,48.94999534,-57.93334782,19742
1450,Norway House,CAN,53.96658836,-97.83328963,5500
1451,Flin Flon,CAN,54.76659121,-101.8833008,6197.5
1452,Dauphin,CAN,51.15001609,-100.0499502,8747.5
1453,The Pas,CAN,53.81662335,-101.2333147,4928.5
1454,Uranium City,CAN,59.56655662,-108.6165849,89
1455,Moose Jaw,CAN,50.39998435,-105.5500021,31436.5
1456,Jasper,CAN,52.88332115,-118.0833714,3504.5
1457,Medicine Hat,CAN,50.03331423,-110.6833322,58382
1458,Red Deer,CAN,52.26664044,-113.8000411,74225
1459,Banff,CAN,51.17799888,-115.5719227,6897
1460,Grand Prairie,CAN,55.16664431,-118.7999943,41153.5
1461,Smithers,CAN,54.76659121,-127.1665896,5841.5
1462,Kamloops,CAN,50.66666058,-120.3332858,68671
1463,Williams Lake,CAN,52.1166496,-122.1499966,12361
1464,Prince George,CAN,53.91666892,-122.7666515,64132.5
1465,Fort Nelson,CAN,58.81670575,-122.5329706,6315
1466,Pond Inlet,CAN,72.68498069,-78.00005579,1549
1467,Cape Dorset,CAN,64.31251972,-76.53857863,1326
1468,Kimmirut,CAN,62.85002545,-69.88331608,385
1469,Gjoa Haven,CAN,68.63329002,-95.91666244,1109
1470,Grise Fiord,CAN,76.44165061,-82.94998621,23
1471,Alert,CAN,82.48332318,-62.24998356,97.5
1472,Ennadai,CAN,61.13328269,-100.883336,0
1473,Rankin Inlet,CAN,62.81666831,-92.09531946,2403
1474,Fort Resolution,CAN,61.16658815,-113.682994,448
1475,Fort Simpson,CAN,61.84998313,-121.3332764,283
1476,Inuvik,CAN,68.34997398,-133.6999893,3022
1477,Tuktoyaktuk,CAN,69.45477459,-133.0492013,899.5
1478,Watson Lake,CAN,60.1166264,-128.80003,802
1479,Lansdowne House,CAN,52.21664349,-87.88332849,120
1480,Moosonee,CAN,51.28060244,-80.65798141,1725
1481,Sudbury,CAN,46.49998985,-80.96664474,119182
1482,Kenora,CAN,49.76668968,-94.46664758,10852
1483,Gaspe,CAN,48.83731488,-64.49336084,3504
1484,Mingan,CAN,50.3017589,-64.01726532,588
1485,Dolbeau,CAN,48.86658958,-72.23332768,13126.5
1486,Val d'Or,CAN,48.11663535,-77.76663334,20625
1487,Ivugivik,CAN,62.41664105,-77.89998438,156
1488,Inukjuak,CAN,58.47000856,-78.13599064,1597
1489,Chicoutimi,CAN,48.43330853,-71.06670638,53940
1490,Moncton,CAN,46.08334861,-64.76667749,89051
1491,Fredericton,CAN,45.94999758,-66.63330774,44525
1492,Bathurst,CAN,47.59997438,-65.64998275,5303.5
1493,Yarmouth,CAN,43.83079447,-66.1125812,7433
1494,Gander,CAN,48.94999534,-54.54998845,3345
1495,Cartwright,CAN,53.70140663,-57.01214114,505
1496,Rigolet,CAN,54.17660138,-58.44732162,124
1497,Port Burwell,CAN,60.26646222,-64.74109766,2762
1498,Thompson,CAN,55.74994204,-97.86662093,13097
1499,Brandon,CAN,49.83327476,-99.94998214,27326
1500,Fort Smith,CAN,60.00001853,-111.8833364,518
1501,Fort McMurray,CAN,56.7333187,-111.3833153,21863
1502,Peace River,CAN,56.23332338,-117.2832911,5014.5
1503,Fort St. John,CAN,56.24998903,-120.8332811,18089
1504,Iqaluit,CAN,63.75045938,-68.50019175,6124
1505,Cambridge Bay,CAN,69.11695559,-105.0333153,1477
1506,Kugluktuk,CAN,67.79866282,-115.1253504,1302
1507,Chesterfield Inlet,CAN,63.33829022,-90.70008163,374
1508,Arviat,CAN,61.10859211,-94.05860672,1868
1509,Taloyoak,CAN,69.5333126,-93.53331954,774
1510,Igloolik,CAN,69.25653506,-81.79359213,1612
1511,Dawson,CAN,64.0666437,-139.4166687,1319
1512,Timmins,CAN,48.46658815,-81.33331486,33937.5
1513,North Bay,CAN,46.30000205,-79.44999313,45988.5
1514,Kuujjuarapik,CAN,55.28149518,-77.76583236,1243
1515,Kuujjuaq,CAN,58.10000531,-68.39999577,1273
1516,Sydney,CAN,46.06611452,-60.17998071,37538
1517,Labrador City,CAN,52.94143129,-66.91587447,8840
1518,Winnipeg,CAN,49.88298749,-97.16599186,603688
1519,Churchill,CAN,58.76598533,-94.1659941,961.5
1520,Regina,CAN,50.45003298,-104.6170099,176183
1521,Saskatoon,CAN,52.17003135,-106.6699854,194075.5
1522,Calgary,CAN,51.08299176,-114.0799982,1012661
1523,Prince Rupert,CAN,54.31667035,-130.3299882,14708
1524,Victoria,CAN,48.43328269,-123.3500009,270491.5
1525,Arctic Bay,CAN,73.03330568,-85.16662093,604
1526,Resolute,CAN,74.68333417,-94.90000615,239.5
1527,Repulse Bay,CAN,66.52946689,-86.28293502,874
1528,Yellowknife,CAN,62.44201418,-114.3969814,18658.5
1529,Fort Good Hope,CAN,66.26661277,-128.6333218,597
1530,Whitehorse,CAN,60.71671897,-135.0499844,23274
1531,Ottawa,CAN,45.4166968,-75.7000153,978564.5
1532,Fort Severn,CAN,55.98333864,-87.64998356,125
1533,Thunder Bay,CAN,48.44615013,-89.27497481,98354
1534,Quebec,CAN,46.83996909,-71.24561019,576386
1535,Halifax,CAN,44.65002525,-63.60000452,290992.5
1536,St. John's,CAN,47.58498822,-52.68100692,115325.5
1537,Nain,CAN,56.54735147,-61.6860454,1151
1538,Charlottetown,CAN,46.24928164,-63.13132512,36847.5
1539,Edmonton,CAN,53.55002464,-113.4999819,885195.5
1540,Montreal,CAN,45.49999921,-73.58329696,3017278
1541,Vancouver,CAN,49.27341658,-123.1216442,1458415
1542,Toronto,CAN,43.69997988,-79.42002079,4573710.5
1543,Mindelo,CPV,16.88376141,-25.0000092,62962
1544,Praia,CPV,14.91669802,-23.51668889,101111.5
1545,George Town,CYM,19.28043683,-81.32998173,2770.5
1546,Mobaye,CAF,4.320000059,21.17999753,19431
1547,Mbaiki,CAF,3.870421365,17.99997595,43566
1548,Carnot,CAF,4.933689798,15.8666178,32298
1549,Bozoum,CAF,6.316990376,16.38333044,25440.5
1550,Kaga Bandoro,CAF,6.980386575,19.18000728,42673.5
1551,Zemio,CAF,5.033657856,25.13328731,19239
1552,Yakossi,CAF,5.617007262,23.31665401,409.5
1553,Nola,CAF,3.533697732,16.06660559,25301
1554,Sibut,CAF,5.733770161,19.08332068,26304.5
1555,Bossangoa,CAF,6.483724384,17.44998368,45246
1556,Birao,CAF,10.28369916,22.78330155,5641
1557,Ouadda,CAF,8.06709027,22.40001745,3424.5
1558,Bangassou,CAF,4.733753681,22.81663285,28601
1559,Bossembele,CAF,5.267002786,17.65002315,7287
1560,Berberati,CAF,4.249958922,15.7800081,60605
1561,Bria,CAF,6.533307921,21.9832987,24985.5
1562,Bouar,CAF,5.950010192,15.59996741,31476.5
1563,Bambari,CAF,5.761959655,20.66720333,47322.5
1564,Ndele,CAF,8.409136575,20.65304398,7355.5
1565,Obo,CAF,5.399992085,26.50002559,12837
1566,Bangui,CAF,4.366644306,18.55828813,727348
1567,Lai,TCD,9.395001123,16.30500349,19382
1568,Zouar,TCD,20.458737,16.52776607,204
1569,Bol,TCD,13.45895754,14.71469844,3303
1570,Ati,TCD,13.21706016,18.33328894,24723.5
1571,Oum Hadjer,TCD,13.30041424,19.68333573,11582.5
1572,Mongo,TCD,12.18373822,18.6999849,27763
1573,Doba,TCD,8.650439676,16.8500203,26966.5
1574,Pala,TCD,9.350422789,14.96662105,17835
1575,Bongor,TCD,10.28594708,15.38716386,112229.5
1576,Kelo,TCD,9.317065652,15.80000688,69378.5
1577,Fada,TCD,17.18472495,21.59024776,448
1578,Faya Largeau,TCD,17.91666994,19.11670365,13400
1579,Mao,TCD,14.11943402,15.31331824,15040
1580,Biltine,TCD,14.53325889,20.91669714,6682.5
1581,Sarh,TCD,9.149969909,18.39002966,135862
1582,Am Timan,TCD,11.03329165,20.28329911,29664
1583,Moundou,TCD,8.549980691,16.09001501,145936
1584,Ndjamena,TCD,12.11309654,15.04914831,835193.5
1585,Abeche,TCD,13.83999371,20.82998409,116252.5
1586,Rio Verde,CHL,-52.64997882,-71.46660445,358
1587,Cuya,CHL,-19.11667682,-70.13330082,20
1588,Chuquicamata,CHL,-22.31999551,-68.92998926,11941
1589,Maria Elena,CHL,-22.35001951,-69.66999577,2370
1590,Tierra Amarilla,CHL,-27.4800423,-70.27998438,10733
1591,Combarbala,CHL,-31.18002317,-70.99999211,5134
1592,San Bernardo,CHL,-33.59997882,-70.69998458,243950
1593,San Felipe,CHL,-32.75000486,-70.7200092,49256.5
1594,Vina del Mar,CHL,-33.02998777,-71.53998499,399042.5
1595,La Ligua,CHL,-32.45999673,-71.24002914,25761
1596,Quillota,CHL,-32.87997109,-71.26000208,73732.5
1597,Nueva Imperial,CHL,-38.74002684,-72.96002751,13322.5
1598,Loncoche,CHL,-39.37001422,-72.62999597,8653.5
1599,Villarica,CHL,-39.28004555,-72.22999455,16818
1600,Tolten,CHL,-39.21659053,-73.21233798,2293
1601,Lonquimay,CHL,-38.43332721,-71.23328536,8519.5
1602,Angol,CHL,-37.79000731,-72.71001693,38384.5
1603,Collipulli,CHL,-37.95997109,-72.43000818,11307.5
1604,La Union,CHL,-40.28995807,-73.0899679,22843
1605,Rio Bueno,CHL,-40.34003253,-72.96002751,13059.5
1606,Coronel,CHL,-37.02995034,-73.1600153,78594.5
1607,Talcahuano,CHL,-36.71668781,-73.11665877,270521
1608,Quirihue,CHL,-36.28002195,-72.53000208,6529
1609,Curanilahue,CHL,-37.48000039,-73.34000431,22352.5
1610,Santa Barbara,CHL,-37.67001463,-72.01998153,3494
1611,Pichilemu,CHL,-34.38003457,-71.99998275,11603
1612,San Fernando,CHL,-34.58002236,-70.98996688,60746
1613,Puerto Varas,CHL,-41.32999795,-72.98999984,19569
1614,Calbuco,CHL,-41.75220107,-73.14159106,6933.5
1615,Castro,CHL,-42.48076159,-73.76233415,25184.5
1616,Chonchi,CHL,-42.61002317,-73.80994979,381
1617,Linares,CHL,-35.83999713,-71.58998194,75275
1618,Cauquenes,CHL,-35.96004148,-72.31998906,24155
1619,Cochrane,CHL,-47.26627643,-72.54994918,4441
1620,Lagunas,CHL,-20.98286782,-69.68330245,10
1621,Pozo Almonte,CHL,-20.2696297,-69.80001367,10830
1622,Toconao,CHL,-23.18288857,-68.01663416,378
1623,Huasco,CHL,-28.4695943,-71.22000452,2558
1624,Diego de Almagro,CHL,-26.36961912,-70.04999841,18137
1625,Caldera,CHL,-27.06962807,-70.83002832,10259
1626,Coquimbo,CHL,-29.95291461,-71.34361454,159082.5
1627,Vicuna,CHL,-30.02949909,-70.73998214,13496
1628,Illapel,CHL,-31.62960814,-71.17000757,24578
1629,Salamanca,CHL,-31.77957314,-70.97996749,16739.5
1630,Los Andes,CHL,-32.82958657,-70.59999068,53135
1631,San Antonio,CHL,-33.59951373,-71.60998071,94971.5
1632,Victoria,CHL,-38.23954059,-72.34001367,17989.5
1633,Carahue,CHL,-38.70948606,-73.16998885,8592
1634,Los Lagos,CHL,-39.84951984,-72.82998377,12813
1635,Lota,CHL,-37.08958494,-73.1600153,32702
1636,Lebu,CHL,-37.6095532,-73.64998539,16624.5
1637,Quellon,CHL,-43.09960569,-73.59998845,7029
1638,Constitucion,CHL,-35.32958901,-72.41998295,26902.5
1639,Villa O'Higgins,CHL,-48.46790851,-72.55997441,175
1640,Puerto Aisen,CHL,-45.3999304,-72.70001754,8067
1641,Puerto Natales,CHL,-51.71830442,-72.51168278,10393
1642,Puerto Williams,CHL,-54.93330198,-67.61671025,2381
1643,Temuco,CHL,-38.73000161,-72.57999903,252015
1644,Tocopilla,CHL,-22.09003538,-70.18998987,22355.5
1645,Calama,CHL,-22.45001341,-68.91998987,134336.5
1646,Mejillones,CHL,-23.09999957,-70.44999984,2041
1647,Taltal,CHL,-25.40001422,-70.47002446,8947.5
1648,Vallenar,CHL,-28.57000161,-70.76000676,37876.5
1649,Chanaral,CHL,-29.03002521,-71.43001754,13543
1650,Ovalle,CHL,-30.59003335,-71.20005742,72984
1651,Chillan,CHL,-36.60000242,-72.10599695,149874
1652,Rancagua,CHL,-34.17002155,-70.73998214,222981.5
1653,Osorno,CHL,-40.56999266,-73.1600153,144952
1654,Ancud,CHL,-41.86996499,-73.82997441,24241
1655,Talca,CHL,-35.45500771,-71.67000289,186283.5
1656,Curico,CHL,-34.97999795,-71.24002914,108074.5
1657,Coihaique,CHL,-45.56999754,-72.07000431,43221
1658,Arica,CHL,-18.50002195,-70.28998377,178446.5
1659,Copiapo,CHL,-27.35999795,-70.33998071,117316.5
1660,La Serena,CHL,-29.89999795,-71.24997685,151290
1661,Los Angeles,CHL,-37.46000161,-72.35998661,135334.5
1662,Punta Arenas,CHL,-53.16498615,-70.93999577,106296
1663,Iquique,CHL,-20.24999266,-70.12996769,223012
1664,Antofagasta,CHL,-23.64999184,-70.40000289,295539
1665,Valparaiso,CHL,-33.04776447,-71.62101363,434969
1666,Valdivia,CHL,-39.7950012,-73.24502303,146509
1667,Concepcion,CHL,-36.83001422,-73.05002202,550864
1668,Puerto Montt,CHL,-41.4699894,-72.92997766,167341.5
1669,Santiago,CHL,-33.45001382,-70.66704085,2883305.5
1670,Yumen,CHN,39.83003522,97.72999304,233097
1671,Linxia,CHN,35.60000917,103.2000468,368478.5
1672,Zuozhou,CHN,39.54005292,115.789976,415000
1673,Sanming,CHN,26.2299868,117.5800476,104941.5
1674,Huizhou,CHN,23.07997235,114.3999833,289201
1675,Chaozhou,CHN,23.68003908,116.630028,424787
1676,Gyangze,CHN,28.95000165,89.63332963,10000
1677,Dali,CHN,34.79525209,109.937775,109696
1678,Yangquan,CHN,37.86997398,113.5700081,851801.5
1679,Shiyan,CHN,32.57003908,110.7799975,653823.5
1680,Danjiangkou,CHN,32.5200163,111.5000052,92008
1681,Shashi,CHN,30.32002138,112.2299865,509390
1682,Anlu,CHN,31.26998924,113.670002,71198
1683,Zixing,CHN,25.96997683,113.4000443,6618
1684,Deyang,CHN,31.13333091,104.3999735,152194
1685,Tengchong,CHN,25.03331565,98.46658891,126058
1686,Mengzi,CHN,23.3619448,103.4061324,303341
1687,Chuxiong,CHN,25.03641624,101.5455741,254370
1688,Hengshui,CHN,37.71998313,115.7000073,456356
1689,Xuanhua,CHN,40.59440716,115.0243379,391583.5
1690,Luohe,CHN,33.57000388,114.02998,417356
1691,Beipiao,CHN,41.81001772,120.7600085,191757
1692,Wafangdian,CHN,39.62591331,121.9959537,303217.5
1693,Zhucheng,CHN,35.98995953,119.3800927,881963.5
1694,Hangu,CHN,39.23195803,117.7769864,270581
1695,Xinyi,CHN,34.38000612,118.3500264,962656
1696,Yangzhou,CHN,32.39999778,119.4300122,539715
1697,Linhai,CHN,28.85000775,121.1199865,202348
1698,Huangyan,CHN,28.65001996,121.2500044,174580.5
1699,Daan,CHN,45.49999921,124.2999991,84795.5
1700,Changling,CHN,44.26999676,123.9899922,46703.5
1701,Tonghua,CHN,41.67997398,125.7499882,27227
1702,Baishan,CHN,41.90001223,126.4299983,330000
1703,Yanji,CHN,42.88230369,129.5127559,407848.5
1704,Ergun Zuoqi,CHN,50.78332013,121.5166548,42849
1705,Shangdu,CHN,41.54943931,113.5338863,18831
1706,Orongen Zizhiqi,CHN,50.56666669,123.7166756,40128
1707,Zalantun,CHN,48.00000165,122.7199922,135128
1708,Wuchuan,CHN,41.09551353,111.4408357,23776
1709,Hanggin Houqi,CHN,40.88469952,107.140013,39954
1710,Anda,CHN,46.39999595,125.3200402,181402
1711,Qinggang,CHN,46.69002993,126.1000443,60955
1712,Angangxi,CHN,47.16005292,123.8000297,24317
1713,Hulan Ergi,CHN,47.20997235,123.6100154,277671.5
1714,Qingan,CHN,46.87185345,127.5118444,53206
1715,Baiquan,CHN,47.60183474,126.0818542,52679.5
1716,Suileng,CHN,47.24599082,127.1059777,57456.5
1717,Linkou,CHN,45.28189882,130.2518839,66426.5
1718,Longxi,CHN,35.04763979,104.6394421,355037
1719,Pingliang,CHN,35.53037518,106.6800927,157706
1720,Anxi,CHN,40.50043357,95.79998165,17886
1721,Minxian,CHN,34.4361784,104.0305904,67826
1722,Jinchang,CHN,38.49569806,102.1739078,141670
1723,Guide,CHN,36.04509829,101.4241862,7642
1724,Qinzhou,CHN,21.95042889,108.6199743,173186
1725,Pingxiang,CHN,22.09737083,106.7566772,31109
1726,Yishan,CHN,24.50037661,108.6666898,47062
1727,Beihai,CHN,21.4804059,109.1000484,567289
